จังหวัด,เขต,ชื่อผู้สมัคร,หมายเลข,พรรค,วุฒิการศึกษา,เพศ,ช่วงอายุ,อาชีพ
สมุทรปราการ,6,นายณัฏฐ์  วัลลิโภดม,14,กิจสังคม,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
สมุทรปราการ,7,นางสาวกัญญ์ลภัส  ก๋งอุบล,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
สมุทรปราการ,7,นายประชา  ประสพดี,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
สมุทรปราการ,7,นายพูลผล  อัศวเหม,26,มาตุภูมิ,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สมุทรปราการ,7,นายสมยศ  ประกอบผล,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
สมุทรสงคราม,1,นางสาวกฐิน  ชาวหินฟ้า,18,เพื่อฟ้าดิน,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,นักการเมือง
สมุทรสงคราม,1,นางสาวรังสิมา  รอดรัศมี,10,ประชาธิปัตย์,ปริญญาตรี,หญิง,41-50 ปี,นักการเมือง
สมุทรสงคราม,1,นางสุกานดา  ปานะสุทธะ,1,เพื่อไทย,ปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
สมุทรสงคราม,1,นายชูศักดิ์  ลูกน้ำเพชร,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สมุทรสงคราม,1,นายพริ้ง  สิทธิชัย,36,พลังคนกีฬา,ต่ำกว่าปริญญาตรี,ชาย,มากกว่า 80 ปี,อาชีพอื่นๆ
สมุทรสงคราม,1,นายยังชิน  แก้วชัยเจริญกิจ,12,รักษ์สันติ,ปริญญาตรี,ชาย,51-60 ปี,อาชีพอื่นๆ
สมุทรสาคร,1,นายครรชิต  ทับสุวรรณ,10,ประชาธิปัตย์,ปริญญาโท,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
สมุทรสาคร,1,นายจริยะ  รักษา,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สมุทรสาคร,1,นายอนุสรณ์  ไกรวัตนุสสรณ์,1,เพื่อไทย,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
สมุทรสาคร,2,นายธนกร  จิรภาสุขสกุล,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาโท,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
สมุทรสาคร,2,นายบุญชู  นิลถนอม,1,เพื่อไทย,ปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
สมุทรสาคร,2,นายประยุทธ  สุดาแก้ว,19,เครือข่ายชาวนาแห่งประเทศไทย,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
สมุทรสาคร,2,นาวาตรีสุธรรม  ระหงษ์,10,ประชาธิปัตย์,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
สมุทรสาคร,3,นายนิติรัฐ  สุนทรวร,10,ประชาธิปัตย์,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สมุทรสาคร,3,นายมณฑล  ไกรวัตนุสสรณ์,1,เพื่อไทย,ต่ำกว่าปริญญาตรี,ชาย,71-80 ปี,ธุรกิจส่วนตัว / ค้าขาย
สมุทรสาคร,3,นายสมชาย  บ้านเกาะ,19,เครือข่ายชาวนาแห่งประเทศไทย,ปริญญาตรี,ชาย,41-50 ปี,เกษตรกร
สมุทรสาคร,3,พันตำรวจโทสุรินทร์  ชัยพานิช,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,61-70 ปี,นักกฎหมาย
สระแก้ว,1,นายชัยณรงค์  สังข์ว่อง,39,เพื่อนเกษตรไทย,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,เกษตรกร
สระแก้ว,1,นายฐานิสร์  เทียนทอง,1,เพื่อไทย,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
สระแก้ว,1,นายเรือง  บาดาล,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,71-80 ปี,ข้าราชการบำนาญ
สระแก้ว,1,ว่าที่ ร้อยตรีณัฐวุฒิ  ดวงรัตน์,14,กิจสังคม,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สระแก้ว,2,นางพรผกาจิตร์  เพิ่มพิมพา,19,เครือข่ายชาวนาแห่งประเทศไทย,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,เกษตรกร
สระแก้ว,2,นางสาวตรีนุช  เทียนทอง,1,เพื่อไทย,ปริญญาโท,หญิง,31-40 ปี,นักการเมือง
สระแก้ว,2,นางสาวปิยนาต  แสนเวียงจันทร์,8,ดำรงไทย,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,เกษตรกร
สระแก้ว,2,นายกิตติศักดิ์  ด้วงนาง,39,เพื่อนเกษตรไทย,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
สระแก้ว,2,นายส่งศักดิ์  ไชยลาวัณย์,14,กิจสังคม,ต่ำกว่าปริญญาตรี,ชาย,71-80 ปี,ธุรกิจส่วนตัว / ค้าขาย
สระแก้ว,2,นายสุทธิรักษ์  วันเพ็ญ,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
สระแก้ว,3,ดาบตำรวจธนารัฐ  วงศ์จำปา,34,ความหวังใหม่,ปริญญาโท,ชาย,41-50 ปี,ข้าราชการประจำ
สระแก้ว,3,นายทองหล่อ  มานุจำ,8,ดำรงไทย,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
สระแก้ว,3,นายบุญธรรม  สิงห์รัก,19,เครือข่ายชาวนาแห่งประเทศไทย,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
สระแก้ว,3,นายประเสริฐ  เบ็ญจมาท,39,เพื่อนเกษตรไทย,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สระแก้ว,3,นายภาณุวัฒน์  คงธนญานสกุล,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,41-50 ปี,นักกฎหมาย
สระแก้ว,3,นายวัฒนา  อนงค์เทพ,14,กิจสังคม,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
สระแก้ว,3,นายสรวงศ์  เทียนทอง,1,เพื่อไทย,ปริญญาโท,ชาย,31-40 ปี,นักการเมือง
สระแก้ว,3,นายเอกลักษณ์  สมตน,36,พลังคนกีฬา,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
สระแก้ว,3,พลโทอิสระ  วัชรประทีป,10,ประชาธิปัตย์,ปริญญาโท,ชาย,61-70 ปี,ข้าราชการบำนาญ
สระบุรี,1,นางสาวกัลยา  รุ่งวิจิตรชัย,10,ประชาธิปัตย์,ปริญญาโท,หญิง,41-50 ปี,นักการเมือง
สระบุรี,1,นายบรรฑูรย์  เกริกพิทยา,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาโท,ชาย,51-60 ปี,นักกฎหมาย
สระบุรี,1,นายรังษี  เสรีชัยใจมุ่ง,1,เพื่อไทย,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สระบุรี,1,นายวสันต์  พวงกุหลาบ,36,พลังคนกีฬา,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
สระบุรี,1,นายเสน่ห์  เลาหะพานิช,16,ภูมิใจไทย,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
สระบุรี,2,นางสาวพัทรนันต์  สร้อยคำพา,36,พลังคนกีฬา,ปริญญาโท,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สระบุรี,2,นายเฉลิม  เปลื้องทุกข์,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,เกษตรกร
สระบุรี,2,นายเชิดชัย  กลางสาทร,12,รักษ์สันติ,ปริญญาโท,ชาย,41-50 ปี,ที่ปรึกษา
สระบุรี,2,นายพัทธโรจน์  กมลโรจน์สิริ,10,ประชาธิปัตย์,ปริญญาโท,ชาย,41-50 ปี,ข้าราชการประจำ
สระบุรี,2,นายมานพ  บุญเลิศสุวสิทธิ์,8,ดำรงไทย,ปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
สระบุรี,2,นายสากล  ดวงแก้ว,39,เพื่อนเกษตรไทย,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,นักการเมือง
สระบุรี,2,นายอรรถพล  วงษ์ประยูร,1,เพื่อไทย,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
สระบุรี,2,ร้อยตรีปรพล  อดิเรกสาร,16,ภูมิใจไทย,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
สระบุรี,3,นางวันเพ็ญ  จันทาโลก,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,เกษตรกร
สระบุรี,3,นายไพรัฐ  จริยะกุลเดช,36,พลังคนกีฬา,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
สระบุรี,3,นายวัชรพงศ์  คูวิจิตรสุวรรณ,16,ภูมิใจไทย,ปริญญาโท,ชาย,31-40 ปี,นักการเมือง
สระบุรี,3,นายอาจอง  บิณศิรวานิช,1,เพื่อไทย,ปริญญาโท,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
สระบุรี,3,พันตำรวจโทชาติชาย  เจริญลาภ,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,ข้าราชการประจำ
สระบุรี,4,นายกิตติศักดิ์  นิธิณัฐเจริญกุล,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,41-50 ปี,นักกฎหมาย
สระบุรี,4,นายชนัตถ์  นันทปัญญา,16,ภูมิใจไทย,ปริญญาโท,ชาย,31-40 ปี,นักการเมือง
สระบุรี,4,นายภูตะวัน  เทียนกระจ่าง,36,พลังคนกีฬา,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
สระบุรี,4,นายสุดใจ  โพธิ์คำ,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,เกษตรกร
สระบุรี,4,นายองอาจ  วงษ์ประยูร,1,เพื่อไทย,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
สิงห์บุรี,1,นายกมล  สุขคะสมบัติ,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
สิงห์บุรี,1,นายโชติวุฒิ  ธนาคมานุสรณ์,21,ชาติไทยพัฒนา,ต่ำกว่าปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
สิงห์บุรี,1,นายญาณเดช  จิระสุนทรกุญ,4,ประชากรไทย,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สิงห์บุรี,1,นายวันชัย  จูเจี่ย,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,41-50 ปี,ข้าราชการบำนาญ
สิงห์บุรี,1,นายสุรสาล  ผาสุข,1,เพื่อไทย,ปริญญาเอก,ชาย,61-70 ปี,ข้าราชการบำนาญ
สิงห์บุรี,1,พันจ่าอากาศเอกประจวบ  รุ่งกำจัด,12,รักษ์สันติ,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
สุโขทัย,1,นายชัยวัฒน์  สุดสวาท,39,เพื่อนเกษตรไทย,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
สุโขทัย,1,นายธานี  ทวนหอม,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
สุโขทัย,1,นายประศาสตร์  ทองปากน้ำ,16,ภูมิใจไทย,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
สุโขทัย,1,นายวิรัตน์  วิริยะพงษ์,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,นักกฎหมาย
สุโขทัย,1,นายศราวุฒิ  ปรีดากัญญารัตน์,12,รักษ์สันติ,ปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
สุโขทัย,1,พันตำรวจโทมงกุฎ  รักบุญประเสริฐ,1,เพื่อไทย,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
สุโขทัย,1,ร้อยตำรวจตรีมานิตย์  สุขวัฒน์,36,พลังคนกีฬา,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ข้าราชการประจำ
สุโขทัย,2,นายกุศลหมีเทศริ์  ศรีอารวงศา,26,มาตุภูมิ,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
สุโขทัย,2,นายเกียรติศักดิ์  ต้นประสงค์,16,ภูมิใจไทย,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุโขทัย,2,นายชูศักดิ์  คีรีมาศทอง,1,เพื่อไทย,ปริญญาตรี,ชาย,41-50 ปี,อาชีพอื่นๆ
สุโขทัย,2,นายยุ้ย  นินทะกาล,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,เกษตรกร
สุโขทัย,2,นายสัมพันธ์  ตั้งเบญจผล,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุโขทัย,2,นายสุเทพ  โพธิ์แจ้ง,39,เพื่อนเกษตรไทย,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุโขทัย,3,นายจักรวาล  ชัยวิรัตน์นุกูล,16,ภูมิใจไทย,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุโขทัย,3,นายศุภชัย  โตนดดง,39,เพื่อนเกษตรไทย,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุโขทัย,3,นายสมเจตน์  ลิมปะพันธุ์,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
สุโขทัย,3,นายสมชาย  คำเตือนใจ,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,51-60 ปี,นักกฎหมาย
สุโขทัย,3,พันโทพรชัย  แสงสว่าง,1,เพื่อไทย,ปริญญาตรี,ชาย,51-60 ปี,ข้าราชการบำนาญ
สุโขทัย,4,นางสาวฐิติพร  เขียวฤทธิ์,1,เพื่อไทย,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,ไม่ระบุ
สุโขทัย,4,นายโด่ง  แสวงลาภ,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,51-60 ปี,นักกฎหมาย
สุโขทัย,4,นายบุญธรรม  ชาวเขียววงศ์,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,อาชีพอิสระ / รับจ้าง
สุโขทัย,4,นายมนู  พุกประเสริฐ,16,ภูมิใจไทย,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
สุโขทัย,4,นายอารยะ  ชุมดวง,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
สุพรรณบุรี,1,นางจันทร์ฉาย  อึ้งมณีภรณ์,36,พลังคนกีฬา,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุพรรณบุรี,1,นางสาวใบพุทธ  อโศกตระกูล,18,เพื่อฟ้าดิน,ปริญญาตรี,หญิง,51-60 ปี,อาชีพอื่นๆ
สุพรรณบุรี,1,นายชาติ  อินทนะ,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
สุพรรณบุรี,1,นายสรชัด  สุจิตต์,21,ชาติไทยพัฒนา,ปริญญาโท,ชาย,31-40 ปี,นักการเมือง
สุพรรณบุรี,1,นายอิสระ  บุญญาอรุณเนตร,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,51-60 ปี,ข้าราชการบำนาญ
สุพรรณบุรี,1,พันตำรวจเอกปรีดี  เจริญศิลป์,1,เพื่อไทย,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
สุพรรณบุรี,2,นางสาวสุมิตรา  บุญญาอรุณเนตร,10,ประชาธิปัตย์,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุพรรณบุรี,2,นายชาญชัย  ประเสริฐสุวรรณ,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
สุพรรณบุรี,2,นายเนติ  สกุลพราหมณ์,19,เครือข่ายชาวนาแห่งประเทศไทย,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
สุพรรณบุรี,2,นายรชต์พงษ์  มาคงกุล,12,รักษ์สันติ,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
สุพรรณบุรี,2,นายวิรัช  ชัยรอด,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
สุพรรณบุรี,2,พลตรีเทียมศักดิ์  สุขานุยุทธ,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,ข้าราชการบำนาญ
สุพรรณบุรี,2,พันตรีฐานันดร  สุวรรณนคร,36,พลังคนกีฬา,ต่ำกว่าปริญญาตรี,ชาย,71-80 ปี,ข้าราชการบำนาญ
สุพรรณบุรี,3,นางแก้วตะวัน  พวงบุบผา,18,เพื่อฟ้าดิน,ปริญญาตรี,หญิง,51-60 ปี,นักวิชาการ / ครู / อาจารย์
สุพรรณบุรี,3,นางทวี  ณรงค์พันธ์,19,เครือข่ายชาวนาแห่งประเทศไทย,ปริญญาตรี,หญิง,51-60 ปี,อาชีพอิสระ / รับจ้าง
สุพรรณบุรี,3,นายนพดล  มาตรศรี,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุพรรณบุรี,3,นายปรีชา  เณรแตง,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาโท,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุพรรณบุรี,3,นายยุทธนา  ลับบัวงาม,1,เพื่อไทย,ปริญญาตรี,ชาย,51-60 ปี,นักกฎหมาย
สุพรรณบุรี,3,นายอนันต์  จินดาไตรรัตน์,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,51-60 ปี,นักกฎหมาย
สุพรรณบุรี,4,นางสาวพัชรี  โพธสุธน,21,ชาติไทยพัฒนา,ปริญญาโท,หญิง,41-50 ปี,นักการเมือง
สุพรรณบุรี,4,นายเทียนชัย  ปิ่นวิเศษ,1,เพื่อไทย,ปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุพรรณบุรี,4,นายบุญลือ  นิลพลอย,19,เครือข่ายชาวนาแห่งประเทศไทย,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,เกษตรกร
สุพรรณบุรี,4,นายบุญส่ง  เพ็ชรวงษ์,10,ประชาธิปัตย์,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
สุพรรณบุรี,4,นายประสงค์  ชูวงษ์,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
สุพรรณบุรี,5,นางมุกดา  เที่ยงธรรม,21,ชาติไทยพัฒนา,ปริญญาโท,หญิง,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุพรรณบุรี,5,นางสาวบังอร  จันทร์สุวรรณ,19,เครือข่ายชาวนาแห่งประเทศไทย,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,เกษตรกร
สุพรรณบุรี,5,นายสหรัฐ  กุลศรี,1,เพื่อไทย,ปริญญาโท,ชาย,41-50 ปี,นักกฎหมาย
สุพรรณบุรี,5,นายสุขสันต์  คงคา,10,ประชาธิปัตย์,ต่ำกว่าปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
สุพรรณบุรี,5,พันตำรวจโทราชศักดิ์  คงสว่าง,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาโท,ชาย,51-60 ปี,ข้าราชการประจำ
สุราษฎร์ธานี,1,จ่าสิบเอกอรรณพ  เสือนิล,34,ความหวังใหม่,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
สุราษฎร์ธานี,1,นางสาวจิตรา  ปลอดอักษร,18,เพื่อฟ้าดิน,ปริญญาตรี,หญิง,41-50 ปี,อาชีพอื่นๆ
สุราษฎร์ธานี,1,นายชาญชัย  ช่วยจันทร์,20,การเมืองใหม่,ปริญญาโท,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุราษฎร์ธานี,1,นายธนาธิป  บัวชู,12,รักษ์สันติ,ปริญญาตรี,ชาย,51-60 ปี,พนักงานของรัฐ
สุราษฎร์ธานี,1,นายธานี  เทือกสุบรรณ,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
สุราษฎร์ธานี,1,นายพีรพงษ์  สังข์ทอง,1,เพื่อไทย,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ไม่ระบุ
สุราษฎร์ธานี,1,นายอลงกรณ์  ไชยะเดชะ,36,พลังคนกีฬา,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุราษฎร์ธานี,1,นายเอกราช  รอดเจริญ,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาโท,ชาย,41-50 ปี,นักกฎหมาย
สุราษฎร์ธานี,2,นางสาวสุนีย์  ไชยธวัช,36,พลังคนกีฬา,ปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุราษฎร์ธานี,2,นายชาญยุทธ  นพคุณ,1,เพื่อไทย,ปริญญาตรี,ชาย,61-70 ปี,เกษตรกร
สุราษฎร์ธานี,2,นายยรรยง  ศรีฟ้า,21,ชาติไทยพัฒนา,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุราษฎร์ธานี,2,นายสุเทพ  เทือกสุบรรณ,10,ประชาธิปัตย์,ปริญญาโท,ชาย,61-70 ปี,นักการเมือง
สุราษฎร์ธานี,2,นายเอกกวี  บุรประภัสสร,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุราษฎร์ธานี,3,นางโสภา  กาญจนะ,10,ประชาธิปัตย์,ปริญญาโท,หญิง,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุราษฎร์ธานี,3,นายคณาพงษ์  ทองสุข,36,พลังคนกีฬา,ปริญญาตรี,ชาย,31-40 ปี,เกษตรกร
สุราษฎร์ธานี,3,นายฐานะกูล  พัฒนสิงห์,39,เพื่อนเกษตรไทย,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
สุราษฎร์ธานี,3,นายณรงค์  ทิพย์สุวรรณ,34,ความหวังใหม่,ปริญญาตรี,ชาย,41-50 ปี,วิชาชีพอิสระ
สุราษฎร์ธานี,3,นายธาดา  บุรประภัสสร,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุราษฎร์ธานี,3,นายนิยม  แก้วชัด,22,เสรีนิยม,ปริญญาตรี,ชาย,61-70 ปี,นักวิชาการ / ครู / อาจารย์
สุราษฎร์ธานี,3,นายมานพ  เกษมณี,1,เพื่อไทย,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
สุราษฎร์ธานี,3,นายสมพล  ขุนทอง,12,รักษ์สันติ,ปริญญาตรี,ชาย,51-60 ปี,ข้าราชการประจำ
สุราษฎร์ธานี,4,นายชัยชนะ  สงฤทธิ์,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,41-50 ปี,ไม่ระบุ
สุราษฎร์ธานี,4,นายเชน  เทือกสุบรรณ,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
สุราษฎร์ธานี,4,นายวิเชียร  จันทร์บัว,34,ความหวังใหม่,ปริญญาตรี,ชาย,31-40 ปี,นักกฎหมาย
สุราษฎร์ธานี,4,นายสมศักดิ์  ศรีธรรม,36,พลังคนกีฬา,ปริญญาตรี,ชาย,41-50 ปี,อาชีพอื่นๆ
สุราษฎร์ธานี,4,นายสุชัด  ชูสุวรรณ,39,เพื่อนเกษตรไทย,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
สุราษฎร์ธานี,4,พันตำรวจเอกสมพล  รัฐกาญจน์,1,เพื่อไทย,ปริญญาโท,ชาย,61-70 ปี,ข้าราชการประจำ
สุราษฎร์ธานี,5,นางสาวบุญทิพย์  คงคำ,18,เพื่อฟ้าดิน,ปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุราษฎร์ธานี,5,นางอัจฉราวดี  เกื้อหนุน,16,ภูมิใจไทย,ปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุราษฎร์ธานี,5,นายกีรติ  ช่วยชนะ,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,31-40 ปี,นักกฎหมาย
สุราษฎร์ธานี,5,นายคณิต  อินทปัน,1,เพื่อไทย,ปริญญาโท,ชาย,41-50 ปี,นักกฎหมาย
สุราษฎร์ธานี,5,นายพสิษฐ์  แก้วพิชัย,36,พลังคนกีฬา,ปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
สุราษฎร์ธานี,5,นายสินิตย์  เลิศไกร,10,ประชาธิปัตย์,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
สุราษฎร์ธานี,5,นายสุทัศน์  อินทชาติ,39,เพื่อนเกษตรไทย,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
สุราษฎร์ธานี,6,นายชุมสาย  ศรียาภัย,1,เพื่อไทย,ปริญญาโท,ชาย,31-40 ปี,นักกฎหมาย
สุราษฎร์ธานี,6,นายธีรภัทร  พริ้งศุลกะ,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,41-50 ปี,ไม่ระบุ
