หมายเลข,พรรค,ลำดับในบัญชี,ชื่อผู้สมัคร,การศึกษาสูงสุด,เพศ,ช่วงอายุ,อาชีพ
34,ความหวังใหม่,55,นายมีชัย  พันธุวร,ต่ำกว่าปริญญาตรี,ชาย,71-80 ปี,ธุรกิจส่วนตัว / ค้าขาย
34,ความหวังใหม่,56,นายศรัทธา  ศักดา,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
34,ความหวังใหม่,57,นายแสนพล  สังข์นคร,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ไม่ระบุ
34,ความหวังใหม่,58,นายสว่าง  วรรณสุทธิ์,ปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
34,ความหวังใหม่,59,นางจงจิต  ฆารวิพัฒน์,ต่ำกว่าปริญญาตรี,หญิง,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
34,ความหวังใหม่,60,นายวิวัฒน์  คลังบุญครอง,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
34,ความหวังใหม่,61,นายธนกฤต  กฤดธนาพงษ์,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
34,ความหวังใหม่,62,นางสกล  ดีโยธา,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,ไม่ระบุ
34,ความหวังใหม่,63,นายสุวรรณ  เพียรภูเขา,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
34,ความหวังใหม่,64,นายบุญรวม  เวินชุม,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,เกษตรกร
34,ความหวังใหม่,65,นายนาทอง  ประคองศรี,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ไม่ระบุ
34,ความหวังใหม่,66,นายพิชิต  รังสิมันต์,ปริญญาตรี,ชาย,61-70 ปี,รัฐวิสาหกิจ
34,ความหวังใหม่,67,นายนพสิทธิ์  ชุติพงศ์วัฒน์,ปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
34,ความหวังใหม่,68,นายสุรศักดิ์  สำเริง,ปริญญาตรี,ชาย,51-60 ปี,นักวิชาการ / ครู / อาจารย์
34,ความหวังใหม่,69,นายวิเชียร  วีระชาติ,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
34,ความหวังใหม่,70,นายสงวนศักดิ์  โคตรพัฒน์,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
34,ความหวังใหม่,71,นายสุวิทย์  หาทอง,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
34,ความหวังใหม่,72,นายธวัชชัย  สายทอง,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
34,ความหวังใหม่,73,นายอับดุลเราะห์มาน  วานิ,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
34,ความหวังใหม่,74,นางสุมาลัย  พวงผกา,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,ข้าราชการประจำ
34,ความหวังใหม่,75,นายดอเลาะ  เด็ง,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ไม่ระบุ
34,ความหวังใหม่,76,นายพร  สายโรจน์,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,พนักงานส่วนท้องถิ่น
34,ความหวังใหม่,77,นายอับดุลเล๊าะ  กาซอ,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ไม่ระบุ
34,ความหวังใหม่,78,นายโมกุน  ปี่แก้ว,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
34,ความหวังใหม่,79,นางสาธินี  พงศ์,ปริญญาตรี,หญิง,41-50 ปี,นักกฎหมาย
34,ความหวังใหม่,80,นางสาวอำไพนันท์  ปราบภัย,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,อาชีพอิสระ / รับจ้าง
34,ความหวังใหม่,81,นายธนชาต  นาผล,ปริญญาโท,ชาย,51-60 ปี,ข้าราชการบำนาญ
34,ความหวังใหม่,82,นายสุทิน  ปิ่นกุล,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
34,ความหวังใหม่,83,นางสาวศุภวรรณ  บัวเกลี้ยง,ต่ำกว่าปริญญาตรี,หญิง,61-70 ปี,อาชีพอิสระ / รับจ้าง
34,ความหวังใหม่,84,นายพัชร  รักษ์ศิริ,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
34,ความหวังใหม่,85,นายสำรอง  นิลไชย,ปริญญาตรี,ชาย,61-70 ปี,เกษตรกร
34,ความหวังใหม่,86,นายสาและ  ดาแน,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
34,ความหวังใหม่,87,นางธนพัชร์  หริ่มสง่า,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,อาชีพอิสระ / รับจ้าง
34,ความหวังใหม่,88,นางสาวอรทัย  ปาเนาะ,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ไม่ระบุ
34,ความหวังใหม่,89,นายเกิน  เบญมาตย์,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,เกษตรกร
34,ความหวังใหม่,90,นางศิริลักษณ์  พรมมา,ปริญญาตรี,หญิง,51-60 ปี,เกษตรกร
34,ความหวังใหม่,91,นายวิโรจน์  หอมหวาน,ปริญญาโท,ชาย,41-50 ปี,นักกฎหมาย
34,ความหวังใหม่,92,นางสาวลาวัณย์  วังเปียง,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
34,ความหวังใหม่,93,นางสาวปรานอม  เจริญผล,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,ไม่ระบุ
34,ความหวังใหม่,94,นายศรัณย์  บ่อหนา,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
34,ความหวังใหม่,95,นายธีรวัฒน์  สุภารี,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
34,ความหวังใหม่,96,นายมูฮำหมัดฮัมดี  กาเซ็ง,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
34,ความหวังใหม่,97,นางสาวขวัญเรือน  ศุภวัฒ,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ไม่ระบุ
34,ความหวังใหม่,98,นายอวิรุทธิ์  การดี,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ไม่ระบุ
34,ความหวังใหม่,99,นายภัทชภณ  ปะโกสันตัง,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ไม่ระบุ
34,ความหวังใหม่,100,นายธรรมนูน  อุบลชื่นเกษม,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ไม่ระบุ
34,ความหวังใหม่,101,นายเปรม  ธรรมจักร,ปริญญาตรี,ชาย,51-60 ปี,ข้าราชการประจำ
34,ความหวังใหม่,102,นางฐาปนีย์  จันทะศรี,ปริญญาตรี,หญิง,41-50 ปี,ไม่ระบุ
34,ความหวังใหม่,103,นายแก่นนภา  ยอดเมืองนาย,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
34,ความหวังใหม่,104,นางสาวเสาวคนธ์  ทองวิเศษ,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอื่นๆ
34,ความหวังใหม่,105,นายสมัย  ภูเดช,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ไม่ระบุ
34,ความหวังใหม่,106,นายบุญเริ่ม  วันโนนาม,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,เกษตรกร
34,ความหวังใหม่,107,นางหนูพร  ภูวาลคำ,ต่ำกว่าปริญญาตรี,หญิง,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
34,ความหวังใหม่,108,นางบุญเรียบ  กล่อมเมือง,ต่ำกว่าปริญญาตรี,หญิง,61-70 ปี,ไม่ระบุ
34,ความหวังใหม่,109,นายธรรมนูญ  มีเพียร,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,เกษตรกร
34,ความหวังใหม่,110,นางสาวจำปี  ดอนทราย,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,ไม่ระบุ
34,ความหวังใหม่,111,นางสาวกัลยา  อุบลชื่นเกษม,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,ไม่ระบุ
34,ความหวังใหม่,112,นายวราวุธ  วงศ์ธิเบศร์,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
34,ความหวังใหม่,113,นายคชณมาศ  มณีอัญญะเฟื่องฟู,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ไม่ระบุ
34,ความหวังใหม่,114,นางสาวอุบลทิพย์  กมลเทพา,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,อาชีพอื่นๆ
34,ความหวังใหม่,115,นายสุรนันท์  สุวรรณ,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,นักวิชาการ / ครู / อาจารย์
34,ความหวังใหม่,116,นายอนุชา  มงคลธรรม,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
34,ความหวังใหม่,117,นายสมนึก  สมคิดสรรพ์,ปริญญาตรี,ชาย,71-80 ปี,นักกฎหมาย
34,ความหวังใหม่,118,นางเพ็ญสิริ  สังข์เงิน,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
34,ความหวังใหม่,119,นายชัยวัฒน์  ภักดีดินแดน,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
34,ความหวังใหม่,120,นายอับดุลอาซิส  ยานยา,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
34,ความหวังใหม่,121,นายทรงภูมิ  บุญเนตร,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,ไม่ระบุ
34,ความหวังใหม่,122,นางปรีชญา  ยุทธเสรี,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,ไม่ระบุ
34,ความหวังใหม่,123,นายอดุลย์  สาแม,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
34,ความหวังใหม่,124,นายเซ็ง  เลาะมะอะ,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
34,ความหวังใหม่,125,นายจิระพล  สิริพราหมณกุล,ปริญญาตรี,ชาย,51-60 ปี,ข้าราชการประจำ
36,พลังคนกีฬา,1,นายวนัสธนา  สัจจกุล,ปริญญาโท,ชาย,61-70 ปี,นักการเมือง
36,พลังคนกีฬา,2,นายวิรุณ  เกิดชูกุล,ปริญญาโท,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,3,นายสุรเชษฐ  สังขนิยม,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,4,นายสมโชค  จันทร์ทอง,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ข้าราชการประจำ
36,พลังคนกีฬา,5,นางสะหยอ  ช่วยดำ,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,อาชีพอื่นๆ
36,พลังคนกีฬา,6,นายญูธน  บัวอ่อน,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,7,นางสาวธัญลักษณ์  ไพเมือง,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,8,นายคมกฤช  นภาลัย,ปริญญาตรี,ชาย,41-50 ปี,วิชาชีพอิสระ
36,พลังคนกีฬา,9,นายธัญญา  ชูมณี,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,10,นายอมร  เพ็ชรแก้ว,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,11,นายอนันต์ชัย  จันทรัตน์,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,12,นายอัมพล  เทวพฤกษ์,ปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,13,นายสงกรานต์  สิงห์ศิลารักษ์,ปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,14,นางสาวเพ็ญนภา  อินทฉาย,ต่ำกว่าปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,ไม่ระบุ
36,พลังคนกีฬา,15,นายดุลย์  คล่องสีมา,ปริญญาตรี,ชาย,71-80 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,16,นางนงลักษณ์  เขียวประเสริฐ,ต่ำกว่าปริญญาตรี,หญิง,61-70 ปี,ข้าราชการบำนาญ
36,พลังคนกีฬา,17,นายเวช  ทองมะลิ,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
36,พลังคนกีฬา,18,นายวรันธร  จันทวิรัช,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,19,นายกำพร  นบแก้ววะดี,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,20,นางสาววาสนา  หอมนาน,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,อาชีพอื่นๆ
36,พลังคนกีฬา,21,นายโสภา  มั่งศิริ,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,22,นางรุ่งรัศมี  แมนเมือง,ปริญญาตรี,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,23,นายทิวัตถ์  เกิดชูกุล,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,24,นางสาวภัทรภร  นิลสยาม,ปริญญาโท,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,25,นางสายวรุณ  หมวดเพ็ง,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,26,นายธวัช  ไพเมือง,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,27,นายพันธวิทย์  เต่งศิริธรรม,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,28,นายบุญโชติ  คุ้มหอยกัน,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,29,นายกิตติพิชญ์  นองเนือง,ปริญญาตรี,ชาย,31-40 ปี,นักกฎหมาย
36,พลังคนกีฬา,30,นายสำราญ  เรืองสัจ,ปริญญาตรี,ชาย,51-60 ปี,ข้าราชการประจำ
36,พลังคนกีฬา,31,นายชูชัย  บุญชื่น,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,32,นายวิวรรธน์  ธานีรัตน์,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,33,นางสาวธนิดา  ไชยรักษ์สกุล,ปริญญาตรี,หญิง,31-40 ปี,พนักงานส่วนท้องถิ่น
36,พลังคนกีฬา,34,นายอุดรดิษณ์กร  หมื่นเหล็ก,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,วิชาชีพอิสระ
36,พลังคนกีฬา,35,นางนงนุช  ไพเมือง,ปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,36,นายชัชวาลย์  ศิริเคียนทอง,ปริญญาโท,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,37,นางสาวเรไร  พุ่มจันทร์,ต่ำกว่าปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,38,นางกาญจนาภรณ์  พัฒน์ชนะ,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,39,นายธนกฤต  หาสุนทรี,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,40,นางสาวนิธิปรียา  เอกสิงห์,ปริญญาตรี,หญิง,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,41,นายสมศักดิ์  หมั่นไชย,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,42,นายธะนะสรรย์  ศรีสุวภัค,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,43,นางสมพร  จันทร์ทอง,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,44,นายวรฉัตร  อุตส่าห์กิจ,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,45,นางสาวบัวลอน  เสนาพันธ์,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ไม่ระบุ
36,พลังคนกีฬา,46,นายแซะห์อับดุลเราะห์มาน  อาเยาะแซ,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ไม่ระบุ
36,พลังคนกีฬา,47,นายยาการียา  ซิมะ,ปริญญาโท,ชาย,41-50 ปี,พนักงานส่วนท้องถิ่น
36,พลังคนกีฬา,48,นายเตาฟิต  ดือมานิ๊,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,49,นางสาววิลาสินี  เดชอุดม,ต่ำกว่าปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,50,นางเกษร  สาระพันธ์,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,51,นายไพบูลย์  กรอบทอง,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,52,นายสมเจตน์  นุชนาค,ต่ำกว่าปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,53,นางสาวสุธาสินี  พิมศิริกีรติกุล,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,54,นางสาวอรุณี  ทองบุญตาด,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,55,นางปวันรัตน์  เมฆขำ,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,56,นายสมพร  สุขเยาว์,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,57,นายกิตติศักดิ์  แซ่ลี้,ต่ำกว่าปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,58,นางสาคร  นิ่มนวล,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,59,นายสุนทร  บ้วลอย,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,60,นายประสิทธิ์  บุญคุ้มครอง,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,61,นางสาวเกษรา  มีสุข,ต่ำกว่าปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,62,นางสาวสุนีสา  คงโด,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,63,นางเบญจวรรณ  นุ้ยน้อย,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,64,นายณะนาวา  นาคพลอยงาม,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,65,นายทศพล  สุดหล้า,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,66,นางสารภี  ศรีเนตร์,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,67,นางสาวบุญรอด  กลัดทอง,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,68,นายบุญรอด  สาระพันธ์,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,69,นายอิสระ  ฤทธิ์ศร,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,70,นางสาวนารี  เสนาพันธ์,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ไม่ระบุ
36,พลังคนกีฬา,71,นางมยุรี  แพงพงษ์มา,ต่ำกว่าปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,72,นายธงชัย  แพงพงษ์มา,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,73,นางสาวจำเนียร  ชายทวีป,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,74,นายอรรถพล  ปรีชาสถิตย์,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,75,นางสาวโสภา  แซ่ก๊วย,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,เกษตรกร
36,พลังคนกีฬา,76,นางสาววรจิต  บุญกอง,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,77,นางกัญญาพัชร  แก้ววิไล,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,78,นางอัญชลี  ปรีชาสถิตย์,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,79,นายปราสาท  บุญทองดี,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,80,นายไมตรี  แก้ววิไล,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,81,นายชัยยา  สมนึก,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,82,นายสมร  นามเจริญ,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,83,นางสุพิศ  แก่นทองแดง,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,84,นายบอกษา  แก้ววาสิงห์,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,85,นายทรัพย์  ชมภูทอง,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,เกษตรกร
36,พลังคนกีฬา,86,นางมนทา  รุ่งเรือง,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,87,นางจำนงค์  ภาษี,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,88,นางบุญทัน  เชื้อชัย,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,89,นายวันชัย  ประสพคุณ,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,90,นายทวีศักดิ์  เสาสุวรรณ,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,91,นายบุญมี  แพงทรัพย์,ต่ำกว่าปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,92,นางสาวธีราภรณ์  รุ่งเรือง,ต่ำกว่าปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,93,นายวินัย  ประสพคุณ,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,94,นางรัชนี  สายแวว,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,95,นางสาวแดง  ผิวทอง,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,96,นางสง่า  เสาสุวรรณ,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,97,นางบัวสอน  มรดก,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,อาชีพอิสระ / รับจ้าง
36,พลังคนกีฬา,98,นายมะสกรี  มะมิง,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
36,พลังคนกีฬา,99,นายโมฮำหมัดรุสลัน  มูสะ,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอื่นๆ
